GWD,W,Sa,TWL,P,T,Hu,ELE
0.474407347,25.45072115,27.82959149,99.32162057,0,23.4,77,0.687
-0.340077444,12.95307905,15.61483844,118.6730217,0,21.3,20,0.135
-0.0813749,28.76505181,32.92326187,68.46006938,3,13.7,100,0.04
-0.812128433,15.19475705,31.60240839,59.01052647,0,-0.1,84,0.986
0.176174369,24.85576923,25.69556447,25.70568716,0.2,21,81,0.687
-0.128746376,17.67303492,30.38474936,166.2290107,0,24.5,84,1.279
0.24121514,14.36853947,16.59276333,76.80115231,0,4.9,66,0.559
-0.078267148,28.40953609,23.93667248,98.08207277,0,7.2,56,0.04
-0.424134615,13.77969883,19.50977198,97.60159363,0,32,51,0.135
-0.128746376,9.665556776,29.16591029,98.39043825,0,27.7,22,1.279
-0.128746376,9.740436791,28.60050729,116.5770099,16,21.9,98,1.279
-0.404262821,19.13976159,24.27673106,161.7513577,2,31.8,72,0.135
-0.34840978,12.95322081,16.23189121,99.09743128,0,18.9,24,0.135
-0.330679456,22.52015241,20.37768852,88.35862274,0,3.2,62,0.342
0.378346051,28.48018536,22.16299559,129.691573,0.4,24.6,91,0.494
-0.541772113,10.95171308,28.58112529,54.49658923,0,2.9,73,0.135
0.108841568,25.99940728,26.86719204,44.52955255,0,-0.9,70,0.687
-0.128746376,15.93323127,30.47442557,52.02304817,0,5.2,40,1.279
-0.075243243,27.81691201,22.6768505,80.91536353,0.1,5.4,71,0.04
-0.128746376,21.50019807,24.95701346,52.21922024,0,14.1,76,1.279
-0.122529924,28.20537997,21.81292312,22.42685361,0,6.4,65,0.04
-0.128746376,16.85962242,44.93871367,65.3324005,0,19.3,48,0.494
-1.036336827,18.89486851,21.32295049,37.47318641,6,18.1,100,0.986
-0.516160242,9.442871245,18.71866177,68.26856818,0,11.6,50,0.135
-1.056405388,19.65626592,24.56908573,63.51082344,0,8.6,100,0.986
0.311921087,26.74636087,19.00532476,70.43256507,0,3.1,81,0.494
-0.892135223,19.42918851,28.93316649,146.5219694,0,21.7,100,0.986
0.494,21.50019807,24.95701346,123.3464688,0,24.3,40,0.494
-0.128746376,15.54891571,15.24182325,38.69476683,0,-1.2,56,0.494
-0.896658358,10.46040666,11.52935502,115.8311894,0,31,70,0.986
0.190161897,26.09635404,17.9373912,87.74346772,0,6.7,96,0.494
0.171540656,25.76472634,24.19584137,109.1555792,0,7.5,96,0.687
-0.399823789,27.80886727,30.93758723,68.36635996,2,15.6,100,0.342
-0.195965001,27.69343205,18.87043717,77.4376807,0,12.5,87,0.04
-1.012668575,17.91151783,27.87531808,160.2785086,0,31.7,74,0.986
0.297004379,27.97411383,26.11592055,49.18863841,0,16.7,100,0.494
-0.128746376,17.43528913,41.69551282,100.873368,0,21.6,74,1.279
-0.603547622,21.07328795,14.46024434,87.47822231,0,9.9,100,0.135
0.35362771,23.60231876,19.57122821,149.6598703,0.2,22.9,81,0.687
0.327292662,23.88098577,11.98619187,135.7976908,0,28.4,80,0.559
-0.507307692,20.53445497,22.38509524,115.1604644,0,21.8,100,0.135
-0.128746376,14.77666514,16.38147701,130.7800278,0,14.8,100,0.494
0.135,21.50019807,24.95701346,73.36827921,4,7.7,68,0.135
-0.128746376,14.42104154,24.60591519,138.727343,0,32.4,30,0.494
0.457089938,28.03267445,18.43317972,72.14671398,0,26.7,52,0.687
-0.430901081,28.91336335,29.60552154,106.8168392,0,6.2,61,0.342
-0.128746376,16.63578823,36.89356082,78.24496643,0,6.1,100,1.279
0.391901924,27.33041468,24.12013463,157.2185162,0,32.9,57,0.687
0.268675201,28.96470023,19.26536525,102.2013172,63,25.8,100,0.494
0.336413607,27.50315406,18.7977417,98.85922176,0,21.2,100,0.494
0.203862248,26.9864223,23.50103765,76.4159347,0,23.9,94,0.494
-0.519824224,12.08775796,29.73451225,101.1027689,0,-6,52,0.135
-0.128746376,21.50019807,24.95701346,83.51613607,0,20.5,74,1.279
0.339599132,29.73107373,20.33353033,81.16008076,0,22.5,51,0.494
-0.395288462,19.445001,21.16472045,73.85730315,0,14.5,17,0.135
-0.438550911,18.76941439,17.89884555,139.7582462,7,15.9,100,0.135
-0.128746376,14.63759792,24.6061376,115.55664,0,24.6,66,0.494
-0.128746376,24.64491889,39.39953727,106.946539,0,25.7,89,0.494
0.354042969,27.34752821,21.65839007,89.56337442,0,19.7,22,0.494
-0.570128205,19.181173,23.31774863,96.47545937,0,28,72,0.135
-0.128746376,14.20160324,35.81065528,78.76228334,0,11.9,38,1.279
-0.03363709,27.88457506,27.53254098,104.7641247,0,18.6,53,0.342
-1.066383731,21.21973819,23.42093742,66.26304945,0.1,18.5,100,0.986
0.156759503,28.78571059,27.19983981,81.39168334,0,24.1,98,0.559
-0.147625899,26.58353372,32.14434175,70.52175729,0,19.8,100,0.342
-0.453301359,23.38697258,16.58530292,56.23607032,0,14,33,0.342
-0.128746376,25.40171488,37.814808,80.99001796,0,33,54,0.494
0.51939355,29.11806129,29.37993184,68.05577689,0,27.2,26,0.687
-0.058555957,28.17717912,29.10038069,149.5355656,0,28.7,63,0.04
0.242406967,18.57650904,13.86834938,61.26714425,0,3.6,71,0.559
0.280668496,25.77092511,27.41018252,125.7861872,0,30.9,62,0.559
0.329228342,27.72117887,25.92585155,69.03309272,0,16.1,60,0.687
-0.155964701,22.53382753,25.96457135,120.4780876,0,22.8,37,0.04
0.302549962,28.45216173,27.87696413,103.6251295,0,11.3,45,0.494
0.346915242,20.85153276,13.28711269,124.2921491,0,25.6,35,0.559
-0.264504505,25.11673495,30.24661442,79.54345098,0,0.9,17,0.04
-0.963778105,19.47841408,29.93346648,103.9945233,0.1,26,98,0.986
-0.128746376,14.62297242,44.10737179,66.65388894,0,22.1,34,1.279
-0.153381295,26.91939607,14.52186173,92.22310757,0,26.5,59,0.342
-0.128746376,12.36966052,17.82504196,102.6948388,7,19.8,100,0.494
0.321808914,21.05888751,19.08013648,87.05877485,0,23.3,28,0.559
-0.48536644,28.93115619,26.72493658,136.5580423,0,14.6,33,0.342
0.336814829,23.07212342,17.75803956,65.3324005,2,13.2,96,0.559
0.04,21.50019807,24.95701346,101.2189564,0,9.7,95,0.04
-0.128746376,23.1110582,37.93430803,31.94450957,0,-18.7,29,1.279
0.395308518,27.87900323,23.71449748,123.3130936,0,22.1,100,0.494
-0.128746376,13.95776552,33.97120392,43.28541914,0,23,72,1.279
-0.128746376,21.50019807,24.95701346,111.685997,0,15.7,22,1.279
-0.128746376,12.96904636,22.55574438,136.1715028,0,27.7,81,0.494
0.339421548,18.98081062,18.71787895,104.309098,0,19.3,23,0.559
-0.303964828,26.47108787,27.04673389,85.03502882,0,8.3,50,0.04
-0.133646209,22.37165239,25.63387431,97.07551711,0,33.4,31,0.04
-0.59379726,22.19641891,36.5311436,101.0389388,0,26.6,96,0.135
0.258024192,22.36243801,18.93763488,69.73984224,0,13.1,21,0.687
0.002454874,27.13789811,25.91076231,103.8742589,0,29.7,70,0.04
-0.913712097,18.35426512,29.2560281,35.31089709,0,7.8,44,0.986
-0.035090253,25.68780476,26.92253845,139.5310252,0,32.9,57,0.04
-0.355261971,19.81458575,27.51852594,97.96222394,0,24.8,31,0.135
-0.71361527,20.13381664,31.27742191,119.5640232,0,13.4,98,0.986
-0.128746376,14.50600722,16.81394688,79.91121521,0,23,65,0.494
0.322308663,23.6104989,9.606159798,152.4822169,0,32.2,68,0.559
-0.128746376,12.20719849,17.53640273,92.04513749,0,17,100,0.494
-0.470360166,19.49339207,16.19066693,20.69165575,0,19.6,33,0.135
-0.128746376,10.50122771,31.49725216,101.6255968,0,28,72,1.279
0.21169005,25.65582469,24.59229608,119.2740338,0.4,22.6,81,0.687
0.192810176,27.77092082,27.08770525,127.0838683,0,30.6,68,0.559
-0.128746376,16.99266625,41.26282051,70.5074596,0,22.2,100,1.279
0.687,21.50019807,24.95701346,84.09677647,0.4,12.7,66,0.687
-0.143212039,27.83243221,28.32667798,26.09015932,0,6.6,31,0.04
-0.128746376,15.71900662,30.47534968,80.07307148,2,11.2,97,1.279
-0.221369644,23.6784449,31.86699497,93.58886957,0,23.3,100,0.342
-1.10981503,19.92214658,29.96625295,90.43940527,0,9.9,70,0.986
-0.128746376,15.81736952,34.14888278,53.73778679,0,17.1,46,1.279
-0.173336224,26.85711162,27.24207708,47.6702259,0,-0.9,87,0.04
-0.452981615,23.33415936,14.09965965,67.52483148,1,0.7,63,0.342
0.469428837,26.31610577,23.41487985,100.0564449,0,20.1,96,0.687
-0.128746376,20.56411522,38.67708115,86.18413301,0,24.2,99,0.494
0.211568512,28.01108631,27.19983981,93.75328103,0,26.8,92,0.559
-1.107916541,15.54289147,26.33667218,124.3820515,0,13.8,54,0.986
-0.247431431,27.76616315,33.63611551,59.29211132,0,1.2,69,0.04
-0.128746376,14.15526672,29.74464149,100.188837,0,17,99,1.279
-0.435056526,18.31360172,16.38870071,113.9109905,0.8,18,100,0.135
-0.128746376,13.42546006,17.24713966,91.68012511,0,17.4,59,0.494
-0.429640288,19.66893731,12.10080144,88.30280941,0,0.1,66,0.342
0.398194664,27.34789014,23.69877617,73.49744731,0,8.1,44,0.494
-0.4,21.50019807,24.95701346,99.29630339,0,16.5,38,0.986
-0.226495795,24.18853856,31.34536957,92.05608269,11,15.4,100,0.342
0.168966131,28.08306638,27.14171361,69.88569815,0,29.6,68,0.494
-0.51484181,27.51152074,28.01694585,106.3384,0,6.4,57,0.342
-1.109370794,21.69894354,24.28157167,15.18543285,0,17.9,42,0.986
0.308489724,23.97722729,15.54798638,96.71140241,0,23.5,49,0.687
0.307457875,23.06606397,21.33232103,37.22792962,0,0.5,79,0.687
0.559,21.50019807,24.95701346,128.8643973,0,11.8,66,0.559
-1.030761107,16.88463492,26.72170954,96.6954657,0,30.2,94,0.986
0.04,21.50019807,24.95701346,113.9319004,0,24.5,69,0.04
-0.528842698,12.19595271,27.93329957,89.29867106,0,4,23,0.135
0.135,21.50019807,24.95701346,101.0316603,0,28.6,51,0.135
0.150758389,24.5814978,25.34761435,124.2071713,0,17.7,94,0.559
-0.954277578,20.40812924,29.55394096,75.81044942,0,11.9,49,0.986
-0.490801282,18.29763755,24.20590693,157.4408685,0,23.9,100,0.135
0.19938354,27.77089591,27.19983981,81.72883401,0,24.8,100,0.559
0.26510726,25.17621145,27.22557264,80.83800017,0,21.6,97,0.559
-0.128746376,8.472722481,15.17301855,120.2707417,0,8.9,52,0.494
0.24543456,25.01401682,27.80353504,133.5866801,0,35.7,53,0.559
0.353587722,27.33074735,18.21679022,79.86471388,7,21.4,100,0.687
-0.128746376,16.46685344,35.08663841,46.84875573,0,5.3,25,1.279
-0.128746376,14.84296022,16.23285723,63.4894713,0,-2.6,36,0.494
-0.128746376,8.448715705,15.1409916,113.0231017,0,18.4,31,0.494
-0.128746376,20.69621994,38.8216396,68.35671293,0,21.8,100,0.494
-0.128746376,17.48743483,42.44871795,88.43982047,0,5.5,67,1.279
-0.807098391,20.99960618,30.99034677,95.47602738,0,21.8,70,0.986
-0.569004014,17.3382994,16.95845031,79.00213175,0,9.2,36,0.135
-1.224861455,18.46239487,28.37163178,98.85895455,0,8.5,81,0.986
-0.919919044,14.7865784,13.87540991,94.31579487,0,24.2,85,0.986
-0.548974359,13.49428972,23.49876529,63.67431531,0,-4.6,75,0.135
-0.157066771,26.86828941,31.8957167,152.221583,46,25.9,100,0.342
-0.128746376,21.50019807,24.95701346,131.575267,0,22.8,33,1.279
0.305100713,26.53816144,22.37611617,39.65276063,0,3.3,82,0.494
-0.171159073,28.46615961,33.22781006,88.7507591,0,24.9,80,0.04
0.440363078,27.45192308,27.75008426,159.0783722,77,24.1,100,0.687
0.360098697,29.36856558,21.86813887,123.1928713,0,18.3,60,0.494
-0.594326923,17.06471649,23.10904224,70.83539312,0,3.8,83,0.135
-1.127329077,15.54289147,27.03820925,52.31956412,0,21.4,33,0.986
-0.018194946,28.57844401,29.82167902,95.0202215,0,29.7,65,0.04
-0.799194286,20.99922183,31.27815663,81.57791939,0,25.3,53,0.986
0.257726175,23.82234768,29.36243492,73.16639737,0,16,100,0.559
-0.128746376,13.23637239,16.10215234,88.47596082,0,16,28,0.494
-0.128746376,21.50019807,24.95701346,56.88411174,0,19.5,67,1.279
-0.128746376,12.57847373,36.17070385,107.0617156,0,7.7,50,1.279
0.324416774,26.59079543,22.57746913,45.86223478,0,9.1,35,0.494
-0.128746376,21.50019807,24.95701346,86.98744944,0,17.5,91,0.494
-0.128746376,21.50019807,24.95701346,76.32735595,0,11.5,59,1.279
-0.418449241,23.55192883,14.02552955,66.33135642,0,10.3,41,0.342
-0.475594714,26.75415748,30.8281369,64.74073545,0,19.2,59,0.342
-0.933888118,20.51686023,33.0900722,110.5703942,0,-6.3,44,0.986
0.314763016,18.69411064,20.05723609,78.98847894,0,1,24,0.559
-0.92447475,16.92738603,26.43453465,136.7966026,0,27.7,47,0.986
-0.083898917,27.86968721,25.19498314,79.76330097,0,12.4,64,0.04
-0.128746376,12.26388361,21.07182578,126.6358434,0,22.5,88,0.494
0.24144608,21.12201964,16.28676845,112.8040487,0,18.8,34,0.559
0.494,21.50019807,24.95701346,90.81540237,0,21.2,27,0.494
-0.128746376,13.23781816,21.21656854,163.0105334,16,27.9,84,0.494
-0.379763081,22.51675319,26.22070899,78.9456869,0,12.6,85,0.135
0.118071398,28.73827976,27.12028903,92.36427562,0.5,12.3,100,0.494
0.260263166,18.70623007,19.04755577,29.321015,0,-11,87,0.559
0.445181051,23.33800561,28.29300507,141.956823,16,24.6,98,0.559
-0.303021583,25.55358103,12.72578372,131.2443753,0,17.7,43,0.342
-0.140295763,28.57365492,31.33640553,119.9722982,0,18,100,0.04
0.343648898,24.57140241,22.10926332,96.56148289,0,-6.5,21,0.687
0.177739915,24.40861545,26.14932433,99.80400146,0,-3.8,20,0.687
0.330933472,29.21755486,22.07903819,157.2669323,0,14.7,97,0.494
0.305651521,19.21122954,19.30340211,38.44831584,0,-3.9,27,0.559
-0.128746376,16.78434127,42.95352564,66.48987007,0,12.1,58,1.279
0.494,21.50019807,24.95701346,151.5770605,0,24.6,48,0.494
-0.510535572,23.49810594,14.02520676,123.3102979,0,13.2,91,0.342
0.358200137,26.96598172,20.50500601,133.2688846,0,24.4,100,0.494
-0.112720721,28.00520729,19.74701105,132.8956209,0,13.6,56,0.04
-0.128760991,28.66035884,32.85113204,123.2099526,0,21.5,73,0.04
-0.920154267,18.56319865,26.005377,105.9620403,0,31.3,47,0.986
-0.128746376,21.50019807,24.95701346,87.7401451,0,25.7,65,0.494
-0.4,21.50019807,24.95701346,54.32675742,0,20.1,76,0.986
0.350541561,24.57139426,22.18140466,99.78777819,0,-5.5,18,0.687
0.375361301,27.71859976,27.69976854,83.67977407,0,3.6,55,0.687
-0.477921663,20.80517706,12.67879006,59.27403379,0,-1.7,48,0.342
0.293384248,27.23716295,22.28097371,73.78474852,5,11.6,45,0.494
-0.128746376,16.8596392,44.86656928,92.65126554,0,12.6,100,0.494
0.305792656,14.58511959,15.47858058,30.25221611,0,-6.4,88,0.559
-0.128746376,12.15311731,17.53639123,69.85914805,0,17.2,100,0.494
-0.128746376,19.50185256,38.64182688,40.04002625,0,12.2,62,0.494
-0.128746376,23.07961025,36.86710365,125.2978735,0,28.5,72,0.494
0.298633435,29.01892643,19.38340693,89.19307766,0,29.3,64,0.494
-0.479640654,20.41249499,15.2533547,92.36427562,0.5,12.3,100,0.135
-0.138673062,26.75744523,15.24179316,135.1792829,1,15.9,51,0.342
0.121520989,28.79730572,30.65999199,130.5983749,0,28,69,0.559
0.346593506,15.68433756,20.15638522,63.30155201,0,15.2,34,0.559
-0.128746376,15.11352791,38.41025641,113.6741726,0,24.1,100,1.279
-0.128746376,9.603945625,28.38269084,156.4858763,0,32.5,56,1.279
-0.108776978,27.22919626,32.71659036,121.2030983,0.4,30.2,74,0.342
0.687,21.50019807,24.95701346,123.1595016,0,19.9,55,0.687
0.101526774,24.4086073,26.1493352,72.16021333,0,-3.8,20,0.687
-0.128746376,17.50899137,44.50557509,79.00213175,0,9.2,36,0.494
-0.128746376,18.84393782,41.11476066,107.7366218,0,5.4,41,1.279
0.165095522,24.78604354,25.42939486,106.2290107,0,2,62,0.687
0.099849278,23.93186613,26.21860571,99.56675392,0,22.9,10,0.687
0.215374956,19.72072109,17.96903553,77.13922665,0,17.1,77,0.559
-0.030963522,25.89329572,19.85824205,149.0740972,0,25.3,67,0.342
-0.128746376,16.89946599,15.96215473,32.41722992,0,4.9,20,0.494
0.291546507,27.97291239,26.22265046,115.6324128,0,19.6,95,0.494
-0.418703842,21.81309231,25.78810334,139.7518619,0,9.8,92,0.135
0.277554788,28.37508358,21.1217461,131.033023,0,11.9,76,0.494
-0.580705128,17.44339812,23.18125935,53.61324109,0,3.4,74,0.135
-0.128746376,13.34714718,30.16564342,153.6539713,0,25.7,85,1.279
0.235464384,28.13874474,32.34119947,54.57320804,0,28.2,85,0.687
0.357282103,26.59136303,22.20511626,78.57571877,0,4.5,17,0.494
-0.018194946,28.20085719,29.42897215,120.7228633,0,20.6,100,0.04
-0.182054054,28.27558582,24.50482005,156.4858763,0,33.7,68,0.04
0.319331376,23.12015913,21.46048897,36.22736185,0,2.3,90,0.687
-0.375296948,14.66110439,19.87150593,91.65799833,0,21.1,87,0.135
-0.128746376,21.50019807,24.95701346,86.98744944,0,17.5,91,0.342
-0.084420377,27.05949762,23.61125557,105.3563704,0,20.8,20,0.04
0.166359004,24.4565313,28.65372072,61.1139638,3,13,100,0.494
-0.564685239,17.55476253,16.95891812,92.25726351,0,12.4,100,0.135
-0.128746376,14.96592645,30.3218734,33.96110893,13,19.7,100,1.279
-0.406826923,19.10946308,24.70966885,168.4657977,93,23.2,100,0.135
-0.128746376,13.02316107,22.55577826,112.55992,0,34.6,58,0.494
-0.139048761,28.57350445,31.12001603,127.5218244,0,28.1,43,0.04
-0.565089624,19.28831148,18.9163332,98.87326761,0,21.9,94,0.135
-0.4,21.50019807,24.95701346,104.7449302,0,29,26,0.986
0.135,21.50019807,24.95701346,62.34170106,0,13,74,0.135
-0.128746376,11.61178422,17.89651177,121.4266315,0,19.4,56,0.494
-0.128746376,16.74807265,32.41489199,80.67517065,2,20.9,100,1.279
-0.128746376,9.507661504,28.38282508,136.3771885,0,29.9,76,1.279
-0.151281541,28.36912637,20.17236481,70.83539312,0,3.8,83,0.04
-0.777597806,19.32205939,31.13156413,110.7903512,0,17.5,60,0.986
-0.128746376,10.82835699,14.8747773,93.14580945,15,-1.5,91,0.494
0.329917518,26.64605072,23.05810817,41.37309451,0,-1.7,71,0.494
0.240074521,22.57191973,20.27273536,61.52434695,0,1.7,22,0.687
-0.128746376,16.74402145,36.8935161,99.03971351,0,11.6,100,1.279
-0.128746376,16.58724735,30.32271843,68.60195357,0,24.3,91,1.279
0.293247756,25.93311974,27.3682853,142.1980279,0,32.9,51,0.559
-0.128746376,15.83000235,38.38224643,42.50179797,0,15.2,100,0.494
0.339478455,27.61579795,20.89747697,142.4138076,5,29.4,49,0.494
0.287563318,27.99485626,20.93752503,83.40028791,0,18.2,100,0.494
-0.451405687,26.94429473,30.59105676,137.5942437,1,14.7,100,0.342
0.081066691,28.24741463,31.84411559,88.80624502,0,30.9,65,0.687
-0.285325325,26.03572862,31.54408202,71.41871902,0,17.8,43,0.04
-0.4,21.50019807,24.95701346,110.4175579,0.1,19.1,62,0.986
0.264641382,27.93535998,19.11526724,122.5485338,8,21.7,92,0.494
-0.128746376,11.66391315,15.37118283,99.62086048,0,22.5,38,0.494
-0.128746376,15.93340673,30.47450353,66.33135642,0,10.3,41,1.279
0.37673384,19.33146356,19.46351522,117.0430422,0,-10.4,13,0.559
-0.57352518,23.93328089,18.65577932,107.2141888,0,-1,50,0.342
0.348923902,27.97364629,26.11592055,61.44862525,0,18.4,100,0.494
-0.128746376,21.50019807,24.95701346,90.79189808,0,10.9,94,0.494
0.04,21.50019807,24.95701346,110.4175579,0.1,19.1,62,0.04
-0.567769784,23.69319458,18.4396802,43.00100153,0,2.6,83,0.342
-0.128746376,15.44566771,13.49433562,87.91266392,0,6.4,69,0.494
-0.468948777,9.44202881,18.9338405,79.21733341,2,4,92,0.135
0.248721497,19.0732759,20.56045101,91.29641623,0,-2.2,23,0.559
0.247602897,25.81788828,24.68046354,138.5757188,0,30.2,64,0.687
0.340300665,25.88344702,20.72460852,39.50589458,0,-1.7,48,0.494
-0.241740347,28.27558582,23.5038187,76.68156336,0,2.6,90,0.04
-0.015379061,28.04068188,26.64796634,115.1667268,18,24,77,0.04
-0.53131546,19.99164503,19.59798409,78.97442993,0,22.6,92,0.135
-0.93751381,14.6409843,17.90894535,157.3592151,2,28.8,85,0.986
0.232655119,23.06497048,20.30834263,51.70932834,0,-4.2,38,0.687
-0.128746376,14.52713215,24.53103157,145.8645418,0,18.9,87,0.494
0.240776556,27.13122649,22.09089947,91.79979654,0,-2.1,26,0.494
-0.128746376,13.82533028,33.71506749,100.5271565,4,22.2,97,1.279
-0.128746376,15.7628072,38.77083333,149.8924015,0.4,27.6,83,1.279
-0.225054065,23.91871866,31.92492599,80.26537027,0,33,59,0.342
-0.226496922,27.01845514,24.35632651,29.04911336,0,-2.4,67,0.04
0.210900475,22.62603492,20.30472657,76.87712872,0,-10.6,85,0.687
-1.066129788,19.8680817,32.01755193,87.5396109,0,3.8,42,0.986
-0.548048481,18.85327333,18.3302966,127.2683706,0,18,72,0.135
-0.128746376,16.47398964,35.70697411,113.6320293,0,0.1,63,1.279
0.365749477,27.50732295,21.65839007,126.9984111,0,27.2,37,0.494
-0.404540368,24.25580854,20.60110296,87.70536511,0,-3.5,79,0.342
-0.230312775,26.86848119,33.19326531,155.1408084,0,25.3,90,0.342
-0.566488264,19.12466632,15.45064068,51.78773625,0.1,22.7,80,0.135
-0.128746376,16.20303457,30.47416993,77.24117132,0,10.4,60,1.279
-0.128746376,16.03392265,34.36534014,101.6670281,0,13.9,59,1.279
0.326350303,23.44419452,29.07408891,109.2568633,0,30.6,73,0.559
-0.858510149,19.48912727,28.75035644,108.1492087,0,10.1,63,0.986
-0.128746376,14.49574475,12.48419676,90.64643055,0,11.8,74,0.494
-0.566125593,17.55474575,16.95885102,124.7401619,0,13.7,100,0.135
0.009350979,28.69085902,32.91845846,82.64267136,0,11.9,81,0.687
-0.851955307,20.83744468,26.73332936,110.5675643,0,5.8,48,0.986
-0.128746376,17.77651432,42.20626609,94.51862954,16,21.5,100,0.494
0.291746446,29.12716124,19.59560618,128.2252129,2,25.2,96,0.494
0.559,21.50019807,24.95701346,110.4175579,0.1,19.1,62,0.559
-0.128746376,16.5876226,30.46658663,42.50179797,0,15.2,100,1.279
0.383347686,22.61270287,15.49256787,84.32907348,0,15.9,61,0.559
-0.128746376,18.14159198,17.04271808,40.4991369,0,-6.3,49,0.494
0.367022214,18.95246561,20.48999768,95.39527994,0,-0.7,20,0.559
-0.128746376,12.75160227,16.95797694,73.77046199,0,18.6,88,0.494
-0.338717949,20.14826688,20.84424425,73.29323863,0,13.6,50,0.135
-1.039352566,18.62458951,31.10862902,83.63883337,0,8,30,0.986
-0.827695743,18.49753628,27.23269902,142.4138076,5,29.4,49,0.986
-0.114802803,28.04726617,19.77902271,138.6453784,0,4.8,83,0.04
-0.457734779,20.78799548,28.31163629,95.00188512,0,17.3,100,0.135
-0.128746376,14.28852867,33.97093673,132.3077724,0,25.2,61,1.279
-0.128746376,15.66184385,13.30998514,87.02343831,0,15.5,57,0.494
-0.250103917,23.92997691,19.87782265,82.60102671,0.8,3.4,95,0.342
-0.128746376,15.65052233,40.93429487,78.9456869,0,12.6,85,1.279
-0.128746376,22.70164598,37.04430652,152.221583,46,25.9,100,0.494
-0.128746376,15.99675294,31.79393718,89.19307766,0,29.3,64,1.279
-0.276482814,22.79316062,20.59762943,39.91569999,0,10.4,84,0.342
-0.172086331,27.33825888,33.07832567,105.0095363,0,23.3,99,0.342
-0.128746376,11.61201807,17.60820619,138.4479121,0,27.1,64,0.494
0.04,21.50019807,24.95701346,84.37330926,7,11.4,99,0.04
-1.272845694,17.70844033,19.10757562,156.4858763,0.8,21.8,97,0.986
0.193484311,27.01249608,26.19062875,79.31630489,0,25.8,67,0.559
0.559,21.50019807,24.95701346,97.83332633,0,7.7,72,0.559
-0.128746376,9.611520092,29.16577607,142.5657371,1,18.2,76,1.279
-0.88509774,16.12734265,30.12707007,88.30280941,0,0.1,66,0.986
-0.128746376,12.53444761,28.37343381,125.3407789,0,27.5,47,1.279
0.357019158,27.45612986,23.69892118,77.27637175,0,4.3,40,0.494
0.186912028,25.50480769,26.44972342,74.81906514,0,27.8,42,0.687
-0.354820144,25.22875761,13.59174679,89.03839361,0,14.2,47,0.342
0.24167801,28.80408654,38.43652781,43.28541914,0,19.5,33,0.687
0.203574813,20.74801359,19.48414434,35.97587338,0,1.6,96,0.559
-0.102635917,26.43339348,13.80335455,91.68571881,0,27.9,72,0.342
-0.969471962,15.38561121,19.42254146,128.1885839,0,24.4,78,0.986
-0.394326923,15.41174113,22.81977517,92.10849486,0.9,0.2,96,0.135
-0.428825682,22.16816021,25.78810334,83.44088909,0,18.3,29,0.135
0.262752839,27.29131613,22.10459044,74.03680019,2,11.2,97,0.494
-0.128746376,21.50019807,24.95701346,86.98208424,0,15.4,91,0.342
0.232090337,21.12461584,16.17286443,52.53019895,0,16.5,39,0.559
-0.128746376,21.50019807,24.95701346,111.0579534,0,21.1,43,0.342
0.330950222,27.18501982,21.15378454,112.2236531,0,13.7,78,0.494
-0.128746376,12.75650732,15.01012716,116.7912746,0,3.4,88,0.494
-0.128746376,16.3104221,13.49414642,107.6112868,0,14.1,29,0.494
0.687,21.50019807,24.95701346,151.1421875,0,28.3,48,0.687
-0.577296198,20.52062475,14.89284999,63.51082344,0,8.6,100,0.135
-0.896678242,10.56911377,12.93015285,116.4606193,0,30.4,75,0.986
0.292065809,29.04297638,19.43645005,111.0995859,2,33.6,66,0.494
-0.089297297,26.28040749,21.02176801,70.67778438,0,6.7,32,0.04
0.358539798,27.97371335,26.11592055,120.2707417,0,23,77,0.494
-0.177785786,28.27558582,22.49212888,123.7933954,0,10.5,62,0.04
0.266886105,27.6651147,18.95640719,112.7609562,0,22,100,0.494
0.31881283,17.87506733,10.97679856,108.5632432,0.4,6.4,83,0.559
0.228501817,24.96262399,19.07539018,72.00896735,0,3.6,31,0.494
-0.236908169,27.01865546,25.27806804,38.20612297,0,2.2,51,0.04
-0.549987437,18.55339377,16.67467697,119.9722982,0,18,100,0.135
-0.48599359,20.0460571,21.80192875,56.76039435,0,25.7,56,0.135
-0.130522523,28.69617464,25.14583981,117.3426411,0,31.6,43,0.04
-0.128746376,16.84547901,15.67385281,106.1838832,0,2.7,57,0.494
0.290454112,27.99494836,21.44213056,138.4479121,0,27.1,64,0.494
-0.060937584,27.33253225,27.90827517,54.57320804,0,0,98,0.04
0.339747458,20.54256771,18.7182692,107.0698994,0,15.4,40,0.559
0.400165737,25.34254808,24.93081428,47.83147514,0,28.7,54,0.687
-0.128746376,21.50019807,24.95701346,111.2589361,3,10.9,95,0.494
-0.128746376,20.09801197,44.51168569,68.22521288,0,11.5,61,0.494
0.309575071,27.71853312,26.50618629,75.53676193,5,-0.8,71,0.687
-0.478141026,19.89588335,21.87428174,131.831745,0,23.1,90,0.135
-0.273529239,28.45890048,33.01649315,95.90143866,0,0.9,45,0.04
-0.082738739,28.04726617,25.57167474,91.68571881,0.3,23.5,100,0.04
-0.47655066,12.14185534,29.8788455,61.99672221,0,-1.8,57,0.135
0.316440212,27.84496483,22.2350821,143.3486914,0,20.4,76,0.494
-0.262671958,28.30015862,26.37699549,135.2847948,0,30.2,70,0.342
-0.252911677,26.86853969,33.95402965,151.0132638,0,24.4,92,0.342
